adv_id	lat	lng	nombre_pieces	surface_habitable	loyer_mois
103389103	46.202204	6.16128	5.5	97	3000.00
103374792	46.202204	6.16128	5.5	97	3800.00
103377880	46.2046447	6.1719342	6.0	132	5225.00
103309131	46.223184	6.1275476	6.0	NULL	5500.00
103265224	46.2233834	6.1238096	2.0	50	2780.00
103360516	46.2191376	6.1238734	6.0	186	8500.00
103375916	46.2236613	6.1206401	1.0	45	1500.00
103363765	46.2090145	6.108386	4.0	64	1890.00
103301248	46.2380734	6.1975096	5.0	160	6300.00
103313259	46.20262	6.19647	3.0	100	3225.00
103334476	46.29072	6.16803	5.0	160	8000.00
103389596	46.2923369	6.1647751	4.0	76	1955.00
103388945	46.2926354	6.1641191	6.0	160	4600.00
103367844	46.2484614	6.1411409	7.0	290	12000.00
103380106	46.2355746	6.147228	6.5	135	5510.00
103380105	46.2361544	6.1483682	6.5	150	5700.00
103143952	46.25452	6.14543	5.0	110	4600.00
103389608	46.2103053	6.1125662	1.0	28	1150.00
103234227	46.22555	6.1212	8.0	270	8500.00
103355620	46.22908	6.12458	3.5	80	5000.00
103329547	46.2383555	6.1235923	6.0	160	4740.00
103344443	46.237824	6.123875	4.0	100	3960.00
103374361	46.3736418	6.1648277	4.5	NULL	2550.00
103268222	46.31327	6.13194	8.0	330	9500.00
103305778	46.31448	6.1337	6.0	213	9000.00
103352627	46.3160188	6.1349786	5.5	160	4200.00
103374768	46.3213704	6.190662	4.0	NULL	4500.00
103284333	46.316718	6.193846	4.5	125	4290.00
103369916	46.3208415	6.1883888	NULL	NULL	5900.00
103366260	46.3338833	6.1986869	5.5	NULL	5900.00
103382410	46.3306366	6.1906178	3.5	94	2815.00
103166230	46.3300274	6.1706309	NULL	NULL	7500.00
103375917	46.333055	6.192539	5.5	190	5900.00
103328992	46.31652	6.1717	10.0	243	8000.00
103366287	46.30869	6.18042	7.5	NULL	7200.00
103381199	46.3818776	6.1516341	2.0	150	2840.00
103260807	46.434661	6.195078	6.5	260	7986.00
103334919	46.4376767	6.1976639	6.5	300	7900.00
103386943	46.4376767	6.1976639	6.5	300	10500.00
103353901	46.4288282	6.1997012	5.5	NULL	4000.00
103380028	46.191749	6.205709	1.0	21	1080.00
103356991	46.2462293	6.2111644	5.0	NULL	4250.00
103356999	46.2448831	6.2065137	NULL	NULL	5000.00
103336854	46.23327	6.202576	4.0	75	3980.00
103353433	46.2003482	6.208883	6.5	NULL	5500.00
103356140	46.263996	6.2243185	5.0	115	4700.00
103381213	46.246711	6.229918	6.0	170	5000.00
103405698	46.3840364	6.237555	3.0	NULL	1810.00
103406770	46.39174	6.2268	NULL	60	1600.00
103310192	46.2088006	6.2309546	4.0	100	3000.00
103275068	46.24484	6.20631	NULL	200	5000.00
103356011	46.395383	6.2479401	3.5	NULL	2340.00
103382000	46.3888893	6.2319738	4.5	113	3120.00
103381999	46.3916383	6.2332909	6.0	180	4800.00
103396040	46.38835	6.233663	6.0	141	3025.00
103385940	46.3916865	6.2386727	3.0	68	1770.00
103371940	46.382992	6.229076	3.0	69	1710.00
103315301	46.381846	6.242232	3.5	116	5750.00
103389914	46.45224	6.28928	3.5	110	2950.00
103386373	46.3883468	6.2291906	5.5	116	2610.00
103388564	46.3880147	6.2301081	3.5	83	2010.00
103378945	46.39205	6.227	3.0	60	1600.00
103363383	46.380982	6.21447	3.5	122	2282.00
103380212	46.391081	6.238345	6.0	114	2715.00
103366801	46.38835	6.233663	5.0	117	2560.00
103387718	46.3895901	6.2268356	4.5	117	2660.00
103375986	46.3017486	6.2456581	7.0	220	4800.00
103380728	46.3609883	6.2158442	4.5	NULL	4900.00
103366086	46.4409115	6.2475897	2.0	NULL	1420.00
103366693	46.4419373	6.2476062	4.5	100	2200.00
103378859	46.440485	6.248926	2.0	50	2000.00
103367487	46.440485	6.248926	2.0	50	2000.00
103363333	46.4623276	6.231808	5.5	140	2810.00
103367438	46.42868	6.2005	7.0	NULL	4920.00
103344703	46.4382664	6.2088419	9.0	330	11500.00
103285941	46.4304312	6.2459595	5.0	176	6000.00
103366635	46.4625693	6.2082638	NULL	150	5200.00
103377699	46.40807	6.27297	2.5	96	3900.00
103377700	46.40802	6.273	2.5	96	3050.00
103382911	46.4218993	6.2672226	5.5	132	3300.00
103387712	46.4177297	6.2720478	4.0	90	2140.00
103345653	46.4167919	6.2788452	5.5	150	3353.00
103367752	46.4179005	6.2749223	5.5	145	3125.00
103376542	46.4159503	6.250597	2.0	NULL	1300.00
103345700	46.4444	6.26887	4.5	130	3950.00
103329530	46.6177572	6.2423305	5.5	170	2300.00
102947256	46.6061825	6.2291145	1.0	34	980.00
103347805	46.471507	6.368287	5.0	110	2460.00
103278259	46.46976	6.36891	4.0	110	2780.00
103353755	46.4901888	6.3887565	4.5	133	3070.00
103353756	46.4901888	6.3887565	4.5	143	3440.00
103359103	46.4901888	6.3887565	5.5	NULL	3650.00
103389247	46.4574959	6.3368919	1.5	NULL	1300.00
103065485	46.46258	6.33868	4.5	107	2950.00
103388673	46.4530113	6.3272336	5.0	NULL	3950.00
103296322	46.462312	6.3398047	5.0	194	5800.00
103380490	46.462312	6.3398047	5.0	194	5800.00
103219417	46.4548912	6.3290305	4.5	145	5150.00
103334920	46.4548912	6.3290305	4.5	145	5450.00
103386942	46.4548912	6.3290305	NULL	145	5150.00
103391524	46.485035	6.45536	4.5	101	2600.00
103374808	46.4646861	6.3482677	3.5	82	3500.00
103379925	46.4679543	6.3401293	4.5	130	3000.00
103302708	46.4779533	6.3754651	5.5	170	5150.00
103358104	46.4777589	6.3739192	6.5	160	4395.00
103334622	46.5819597	6.3648062	1.5	45	900.00
103303008	46.5078417	6.3882591	2.5	NULL	1980.00
103384936	46.712222	6.378256	1.0	26	540.00
103345455	46.712222	6.378256	1.0	26	430.00
103381204	46.712222	6.378256	1.5	26	464.00
103387905	46.479286	6.454305	4.5	105	3200.00
103360415	46.4834059	6.4573688	3.5	80	2130.00
103337481	46.4754409	6.4446086	5.0	144	3400.00
103388913	46.480114	6.4512426	4.5	NULL	3300.00
103351661	46.4856807	6.4499818	3.0	67	1690.00
103382501	46.4867627	6.4627261	3.5	110	4000.00
103360269	46.4867627	6.4627261	4.5	120	4000.00
103387068	46.4794923	6.4604741	3.0	100	3500.00
103348074	46.485035	6.45536	4.5	101	2600.00
103371516	46.4777634	6.4468318	3.5	72	1610.00
103207256	46.4856905	6.4542015	4.0	130	4400.00
103388803	46.48609	6.41854	3.5	100	1970.00
103373223	46.4722252	6.4278705	1.5	30	760.00
103369260	46.472159	6.4265045	7.0	NULL	7500.00
102966939	46.472845	6.424134	4.5	NULL	2520.00
103370267	46.5092963	6.4997804	6.5	235	6500.00
103373486	46.5088295	6.4926075	4.5	111	2795.00
103370283	46.519765	6.4994161	3.5	77	1133.00
103380708	46.5083448	6.4935296	4.5	111	2900.00
103381517	46.5102125	6.4952691	4.5	100	2400.00
103326066	46.50815	6.495031	4.0	79	1800.00
103350785	46.5153367	6.4937462	3.0	70	1675.00
103340647	46.5253952	6.4852288	5.5	130	3850.00
103219420	46.5274955	6.4803821	5.5	210	6500.00
103344906	46.5062471	6.480472	5.5	160	5300.00
103340646	46.5045683	6.4787559	6.5	170	4500.00
103330122	46.5045683	6.4787559	6.0	170	4500.00
103382364	46.5256805	6.4738725	3.5	110	2020.00
103330901	46.5280759	6.4432888	3.5	90	2280.00
103304934	46.52983	6.44178	5.5	180	3750.00
103379327	46.5209617	6.4171848	5.0	155	3300.00
103277238	46.52096	6.41718	5.0	155	3600.00
103387294	46.5166103	6.418505	3.0	85	1200.00
103370375	46.5454935	6.43418	10.0	260	6000.00
103355374	46.5052168	6.4651292	3.5	84	2500.00
103312789	46.5559401	6.5958644	1.5	45	1500.00
103384825	46.537561	6.567314	3.0	85	1775.00
103381518	46.5292295	6.5612963	2.0	NULL	1350.00
103377020	46.52861	6.562662	1.0	23	650.00
103383980	46.541251	6.569797	1.5	NULL	680.00
103377803	46.5380291	6.5755459	2.5	48	975.00
103391763	46.514544	6.537258	1.0	25	650.00
103345764	46.5144987	6.5607665	6.5	160	4200.00
103355402	46.5103	6.55389	2.0	40	2310.00
103379198	46.51526	6.56322	4.5	111	2820.00
103364422	46.5130889	6.5587827	4.5	152	4000.00
103389641	46.5115799	6.5579212	1.0	24	785.00
103389646	46.509815	6.5553961	4.5	110	2610.00
103297555	46.510408	6.5506956	NULL	109	4250.00
103369251	46.518103	6.575616	4.0	NULL	3600.00
103353982	46.512613	6.56012	3.5	86	2920.00
103326726	46.51815	6.52889	6.0	160	3280.00
103384059	46.5181487	6.5307339	6.5	NULL	4300.00
103368183	46.518437	6.52966	4.5	110	2094.00
103369322	46.518748	6.51959	4.5	116	2385.00
103325312	46.5681052	6.5628954	2.5	NULL	2100.00
103149166	46.5507908	6.5482585	6.5	170	3600.00
103378993	46.551103	6.546832	4.0	92	1892.00
103375084	46.5502649	6.5500276	3.5	84	1800.00
103371665	46.5539958	6.5531611	7.0	NULL	5200.00
103345269	46.5517954	6.5547881	2.0	52	1570.00
103386986	46.545321	6.554271	3.0	54	1400.00
103381477	46.544192	6.553413	3.0	54	1390.00
103386319	46.5473153	6.5536357	2.5	87	1670.00
103143461	46.53055	6.50105	4.5	NULL	2990.00
103366284	46.54521	6.52206	10.0	300	9500.00
103111592	46.5768964	6.5378349	5.5	160	3900.00
103386317	46.5391321	6.5990599	4.5	98	2200.00
103281419	46.5987365	6.5420645	5.5	NULL	2700.00
103340512	46.5982473	6.5439128	5.0	150	3350.00
103376111	46.5324616	6.5852158	4.5	112	2287.00
103293092	46.5318913	6.5811578	5.5	160	2995.00
103266146	46.5384898	6.5937378	8.5	220	7000.00
103268762	46.5384898	6.5937378	8.5	220	7000.00
103359560	46.540791	6.5886695	5.0	NULL	2520.00
103333114	46.541387	6.585924	3.0	NULL	2025.00
103354977	46.530128	6.58958	4.0	NULL	2170.00
103322362	46.5374047	6.5809921	3.0	NULL	1880.00
103322361	46.5374047	6.5809921	4.5	NULL	2750.00
103372796	46.5265431	6.5937551	2.0	51	1250.00
103371778	46.5265431	6.5937551	3.5	69	1810.00
103369245	46.5312811	6.5982042	3.0	69	1780.00
103263477	46.5309941	6.5983129	3.0	68	1790.00
103386932	46.5353143	6.5889251	1.5	NULL	990.00
103366455	46.526232	6.593056	3.0	70	1940.00
103381205	46.525058	6.598496	1.5	24	820.00
103360171	46.5355585	6.5795483	2.5	65	1360.00
103387581	46.5380274	6.5800697	5.0	NULL	2120.00
103379508	46.536937	6.5821989	4.5	96	2230.00
103381545	46.53148	6.594734	4.0	68	1670.00
103372036	46.5226173	6.5115134	5.5	142	3800.00
103322364	46.5273559	6.5668141	4.5	NULL	2540.00
103380553	46.532352	6.580225	2.0	48	1220.00
103380552	46.532352	6.580225	3.5	69	1650.00
103380550	46.5326534	6.5796336	2.0	57	1280.00
103360474	46.531296	6.578534	1.5	33	785.00
103267458	46.5372407	6.577162	5.0	92	1900.00
103359718	46.534828	6.540935	3.0	55	1460.00
103354975	46.5374085	6.5385061	2.0	NULL	1770.00
103370373	46.5359173	6.5421941	2.5	95	2250.00
103387112	46.537548	6.540277	2.0	54	1270.00
103316653	46.6045707	6.5079521	3.5	89	2200.00
103302725	46.6045707	6.5079521	3.5	85	2100.00
103373470	46.614624	6.504188	3.0	74	1488.00
103347083	46.6586311	6.5104554	4.0	92	2100.00
103336419	46.60294	6.58416	5.5	160	2750.00
103352107	46.7214784	6.5317148	4.5	NULL	1740.00
103369237	46.7224961	6.5329928	3.5	NULL	1510.00
103357100	46.7234288	6.5314989	2.0	44	885.00
103348185	46.728755	6.535007	3.5	67	1456.00
103332992	46.731347	6.53016	4.0	101	1800.00
103387884	46.730454	6.530859	3.0	80	1400.00
103320006	46.7676662	6.5655331	4.5	100	2000.00
103364295	46.7102955	6.5708634	3.5	NULL	1413.00
103286941	46.714177	6.570942	4.5	90	1710.00
103348199	46.821655	6.502412	1.0	NULL	480.00
103218707	46.9037365	6.5806252	3.0	NULL	880.00
103218731	46.9037365	6.5806252	4.0	NULL	1070.00
103222374	46.9037365	6.5806252	4.5	NULL	1200.00
103275011	46.5178349	6.6071445	4.5	116	2900.00
103219455	46.5178349	6.6071445	4.5	112	3250.00
103304620	46.5614614	6.6810479	NULL	NULL	4900.00
103360213	46.51733	6.60786	3.5	NULL	3000.00
103382080	46.5225895	6.6314688	3.0	NULL	1865.00
103394199	46.52361	6.62442	1.0	22	1120.00
103380274	46.5222857	6.6279675	6.5	194	4138.00
103385187	46.5210499	6.6389072	1.5	22	650.00
103377332	46.5199101	6.6380118	3.5	78	2140.00
103388933	46.522231	6.631898	1.0	9	660.00
103386322	46.5207274	6.6365531	1.0	NULL	1060.00
103289448	46.5223269	6.6337534	3.5	113	3500.00
103338331	46.5203858	6.634043	3.5	97	2790.00
103407279	46.519631	6.636976	1.0	31	805.00
103332410	46.5180451	6.6350682	3.0	113	3950.00
103297072	46.52361	6.62442	1.0	22	1120.00
103376718	46.52361	6.62442	1.0	22	1120.00
103383981	46.52361	6.62442	1.0	24	1120.00
103386388	46.51955	6.62483	2.0	52	1340.00
103384608	46.52446	6.62792	2.5	60	1390.00
103387892	46.5253848	6.618576	2.5	NULL	1225.00
103387893	46.5253848	6.618576	2.5	NULL	1225.00
103388597	46.5234481	6.629501	2.0	45	1290.00
103345280	46.52745	6.606879	2.5	NULL	1250.00
103317476	46.527474	6.607791	4.0	NULL	1720.00
103358792	46.527048	6.606872	3.0	NULL	1565.00
103338220	46.5281679	6.6215186	3.5	100	3300.00
103339371	46.528153	6.6107787	2.5	NULL	1430.00
103278780	46.530023	6.6217904	1.0	NULL	770.00
103367105	46.5358858	6.6139584	3.5	78	2990.00
103345416	46.5296362	6.6268015	4.5	103	4000.00
103378532	46.5296362	6.6268015	3.5	74	2300.00
103345418	46.5296362	6.6268015	2.5	73	2350.00
103369244	46.5254552	6.6233452	2.0	44	1260.00
103383212	46.5292829	6.6214496	3.5	NULL	1450.00
103385255	46.52538	6.627986	1.0	23	810.00
103377597	46.525434	6.622915	2.0	32	1080.00
103372301	46.532222	6.611792	3.5	111	2230.00
103374789	46.52422	6.623996	1.0	24	1130.00
103373703	46.52422	6.623996	1.0	22	1120.00
103350733	46.52422	6.623996	3.5	76	2250.00
103289937	46.52422	6.623996	1.0	37	1120.00
103387716	46.52422	6.623996	1.0	22	1120.00
103389099	46.524176	6.629425	2.5	44	1060.00
103376296	46.542098	6.611414	1.0	32	894.00
103384046	46.527662	6.608818	2.5	60	1530.00
103346963	46.5345282	6.6128319	3.0	60	1470.00
103387607	46.5347004	6.6130118	2.0	51	1130.00
103387951	46.5248673	6.6304573	1.5	40	960.00
103370814	46.5124208	6.6411979	2.0	50	1220.00
103346800	46.5124208	6.6411979	2.0	46	1160.00
103360547	46.5159648	6.6411326	2.5	85	2930.00
103382409	46.5154308	6.626746	2.0	70	1360.00
103384935	46.511591	6.64091	2.5	55	1215.00
103388340	46.513406	6.64885	2.5	57	1250.00
103379780	46.51447	6.63782	4.0	139	4500.00
103373981	46.514259	6.635268	4.0	119	3145.00
103381095	46.51783	6.60714	4.5	116	3250.00
103340534	46.5127209	6.6251791	2.0	NULL	1620.00
103342259	46.5212121	6.6162935	2.0	80	1780.00
103385387	46.522388	6.601249	2.0	NULL	1230.00
103331123	46.5173273	6.607856	5.0	142	3820.00
103382536	46.52099	6.62168	2.0	55	1525.00
103389686	46.5216505	6.6171991	2.0	54	1414.00
103320654	46.51981	6.66429	NULL	114	3700.00
103316636	46.5089168	6.6652238	2.5	60	2450.00
103326059	46.5253564	6.6671	6.5	204	6900.00
103385598	46.5114721	6.6548023	4.0	100	2760.00
103304016	46.5102847	6.6457508	6.5	165	5145.00
103380019	46.5063787	6.6429417	6.5	140	4295.00
103334744	46.5063787	6.6429417	5.5	120	4295.00
103375297	46.5063787	6.6429417	5.5	150	4295.00
103291888	46.508726	6.654229	3.0	70	2500.00
103371941	46.511013	6.661259	4.0	74	1640.00
103335483	46.5096013	6.6561585	3.5	95	2410.00
103340845	46.510671	6.662593	1.0	NULL	350.00
103232372	46.5101281	6.6465218	4.5	115	4164.00
103335971	46.5073217	6.6687775	5.5	122	3332.00
103340777	46.5215493	6.664209	5.5	140	3650.00
103359421	46.5069857	6.6683133	4.0	133	3928.00
103241086	46.5063252	6.6455743	5.0	165	5350.00
103261118	46.5102119	6.6469245	4.5	125	4200.00
103333249	46.510443	6.663464	3.0	NULL	1350.00
103321150	46.519078	6.656386	3.0	NULL	1245.00
103340315	46.5087487	6.6669592	2.0	40	1240.00
103375296	46.5099082	6.6700455	3.5	65	2740.00
103375295	46.5099082	6.6700455	3.5	65	2740.00
103344167	46.51049	6.6468162	3.5	94	2750.00
103369279	46.5186383	6.6630636	6.0	288	6650.00
103386928	46.514092	6.666844	2.5	NULL	1200.00
103348411	46.5091744	6.6607901	3.5	150	3250.00
103360473	46.5071833	6.6512424	6.0	NULL	6000.00
103386318	46.5083451	6.6671343	3.5	65	1530.00
103385927	46.513824	6.654025	2.0	46	1015.00
103363807	46.5086269	6.6675602	2.5	74	1549.00
103245633	46.5175335	6.6610608	7.5	208	5240.00
103374645	46.52313	6.66494	3.5	98	2550.00
103373669	46.5235778	6.6648446	5.0	92	2120.00
103343160	46.507256	6.656706	3.0	76	1830.00
103296855	46.520755	6.661132	4.0	86	2550.00
103292581	46.514322	6.663739	6.5	184	4800.00
103366422	46.53173	6.64783	3.5	100	2800.00
103388661	46.526849	6.652585	2.0	NULL	985.00
103389640	46.524444	6.6456734	2.0	40	1280.00
103369282	46.524444	6.6456734	3.0	64	1600.00
103388339	46.525093	6.648427	1.5	31	757.00
103386736	46.528337	6.648508	3.0	67	1420.00
103353980	46.524875	6.645602	1.0	60	1200.00
103387609	46.5246586	6.6467781	3.0	70	1755.00
103389685	46.5250526	6.6529892	2.0	39	1105.00
103355263	46.5400696	6.6215081	2.5	58	1700.00
103351448	46.541217	6.621008	2.5	44	1100.00
103376106	46.541922	6.62117	1.0	18	585.00
103317796	46.533316	6.637031	1.0	NULL	400.00
103301580	46.540611	6.624022	4.0	80	1615.00
103333291	46.5322505	6.6288218	3.0	46	1430.00
103372794	46.5361639	6.633384	4.0	104	2000.00
103384258	46.5394742	6.622534	3.0	58	1108.00
103383998	46.5322238	6.6313901	NULL	58	1020.00
103344484	46.5282617	6.6346557	5.5	137	3250.00
103361240	46.54128	6.632246	2.0	42	1300.00
103304335	46.542996	6.6243843	3.5	73	1865.00
103389679	46.529827	6.634487	3.5	87	1791.00
103387950	46.564799	6.601582	1.0	31	635.00
103371666	46.5637965	6.618358	3.0	NULL	3100.00
103352289	46.590967	6.626231	5.0	138	2235.00
103369758	46.544898	6.6661038	5.5	187	4995.00
103371814	46.5624672	6.668748	5.5	150	3500.00
103219433	46.5401327	6.6718039	9.5	260	8000.00
103383883	46.5401327	6.6718039	9.5	NULL	8000.00
103332670	46.549865	6.6756037	3.0	NULL	2250.00
103241545	46.545999	6.656728	NULL	NULL	80.00
103385733	46.54769	6.67324	3.5	67	1600.00
103350345	46.5070521	6.6714784	3.5	62	1520.00
103347679	46.5063967	6.674328	4.5	86	2040.00
103332615	46.507184	6.6857824	5.0	NULL	4950.00
103382440	46.508131	6.6888701	5.5	170	4200.00
103365061	46.513004	6.6966468	6.5	220	3750.00
103359422	46.5022244	6.6853694	5.5	170	4500.00
103386557	46.50935	6.6858	6.0	220	6000.00
103380551	46.5045716	6.6879684	4.5	100	2300.00
103382499	46.5035645	6.6893894	3.5	82	2070.00
103373704	46.501236	6.692327	3.5	68	1800.00
103389069	46.5156193	6.6826417	5.5	140	6500.00
103354972	46.5119868	6.6883345	4.5	170	5000.00
103361582	46.5143375	6.6942179	6.5	160	3754.00
103259103	46.5168909	6.6817638	4.5	NULL	3950.00
103357989	46.5152982	6.6816949	5.5	161	6550.00
103389239	46.5328554	6.6067439	2.0	50	1950.00
103389553	46.533305	6.600649	3.0	55	1620.00
103369250	46.5343988	6.6111262	4.5	124	2870.00
103386180	46.53753	6.611144	2.0	42	860.00
103387582	46.5373309	6.6061145	3.0	NULL	1140.00
103377806	46.5349716	6.6070372	2.0	39	940.00
103359871	46.52902	6.60452	5.5	140	3500.00
103363806	46.52902	6.60452	5.5	140	3500.00
103376780	46.535821	6.608221	3.0	67	1371.00
103387784	46.5398728	6.6080309	3.5	63	1450.00
103378776	46.53801	6.6518	3.5	104	2850.00
103300002	46.5312557	6.6459254	6.5	128	2620.00
103024326	46.5456646	6.6455184	1.0	NULL	650.00
103372795	46.5368401	6.6559726	7.5	171	3200.00
103357103	46.5368401	6.6559726	3.5	101	2040.00
103357099	46.5371287	6.6560857	1.0	37	985.00
103311196	46.5361238	6.6486828	3.5	86	1925.00
103384259	46.544513	6.645483	1.0	22	446.00
103370336	46.544513	6.645483	4.5	95	1428.00
103392649	46.524383	6.600853	2.5	NULL	1330.00
103390557	46.531497	6.647649	1.0	NULL	780.00
103372620	46.531497	6.647649	1.0	NULL	780.00
103364850	46.531497	6.647649	1.0	NULL	780.00
103385928	46.544886	6.645674	3.0	80	1565.00
